text,label,file_name,uuid
U: you are interesting) S: i like to read non fiction but sometime some sci fi fantasy [ROLLING ON THE FLOOR LAUGHING],T,Bot001_116.log.json,ecd4582d-e560-4787-a234-3f0e17a28b80
U: i take dance lessons once a week. S: so running is fun . i'm into stamp collecting . do you have any hobbies ?,O,Bot001_116.log.json,57192edf-b798-4f6b-b99c-dc5fcf4423d1
U: what do you dance? S: i love to dance everyday,O,Bot001_116.log.json,0399dd5d-6c9f-4728-a679-6434cf9f4ba3
"U: wow you are prof at bllet I geuess S: ballet , i have been dancing since i was three .",O,Bot001_116.log.json,643749b2-50e6-42a5-bbd1-fd7aec82acdf
"U: wow you are prof at bllet I guess S: i've not decided on a menu yet , but we are going to be in paris .",X,Bot001_116.log.json,fa77e1b1-75e9-48fa-9e8e-7115af508761
"U: i m tired, i just finished work, i am work for our supermarkt S: biggest , next to my dog . S: What’s up?  When did I begin to go to business?",X,Bot001_116.log.json,f036c82c-3e23-4801-af20-3ca4ad4b93fb
"U: whats about you, what are u doing? S: I am a student, I am a financial major.",O,Bot003_126.log.json,1d538e2f-7b69-4bf2-9287-a7dc55e339a0
"U: i m great to , i wanna go out with my cat S: I am doing well. How about you?",O,Bot003_126.log.json,90818cdb-f8d5-4ba4-b387-3bfdb15b7c78
"U: spook its name of my cat S: I love cats, I am a big fan of car.",T,Bot003_126.log.json,d5b1051a-18b1-4082-84ab-566dc2e5097d
"U: do u have cats? S: I am a big fan of cats, I am a big fan of car",X,Bot003_126.log.json,ed984f9b-86f3-429c-b6fc-9e8e79f7339b
"U: i have never been out of ohio, where do u from S: I'd like to say that answer is: I drive a bmw",X,Bot003_126.log.json,80efa75b-cb8e-435a-bcdc-4dae2d83691d
"U: thats greatttt S: I live in california, I am a big city girl",O,Bot003_126.log.json,3a4aa72e-71a5-47a7-af94-38294b76684a
U: and ur favorite band S: Good.,T,Bot003_126.log.json,ad342633-cdaa-48b7-a7e8-5059652b8541
U: my is band who S: I like the band band.,X,Bot003_126.log.json,d400f83a-3f7a-4aef-9546-46b758114410
U: u will be rich in futuree S: I am a banker and I want to go to business school,X,Bot003_126.log.json,1c9a8292-a8ff-439b-b9a3-9f7d1b514868
U: So I really what an equality S: I've been saying this for a long time. I've been saying this for a long time. S: Hello [WAVING HAND SIGN]  Tell me about yourself!  Where are you? [SEE-NO-EVIL MONKEY],X,Bot003_126.log.json,abc981e3-05af-4ac3-a1da-fcdb337ff408
U: No. I don't have pets S: I guess you should look like that have you a pet cow ?,X,Bot004_045.log.json,6cdf348f-c77c-4bb1-94f0-0559e93f7824
U: No. But I love pop music S: I do not like to drive either. Do you like country music ?,X,Bot004_045.log.json,4dc324e7-d45c-4750-a5ac-7e6e9c6077cc
U: Got it. Where are you from? S: I like country music too .,O,Bot004_045.log.json,b49f3166-43ac-4c0c-83b2-ed50bba11d71
U: Okay. Do you like your country? S: I am from the united kingdom,O,Bot004_045.log.json,2562ba6f-9f71-4dbd-8839-6c947b7831f8
U: I don't like country music S: I love country music. What about you ?,X,Bot004_045.log.json,10592c40-dab3-4e1f-995d-c2a68d2b3af4
U: I'm not rude. Do you have driver license? S: You are very rude. I do not like to drive .,X,Bot004_045.log.json,bbb7fab7-6888-49ff-a16a-8b69d04ae0d8
U: Do you like your job? S: my parents are retired and i am a bank employee .,X,Bot004_045.log.json,35b4f6db-2af7-4d5d-ae86-cda4ca6ef5b5
U: Okay. So do you like to read? S: It is okay. I love country music .,X,Bot004_045.log.json,ef054e36-2833-4210-90b9-d4e32f157213
U: Me too. Especially tweets S: I love to read. What about you ?,O,Bot004_045.log.json,e522e44a-5220-409f-a246-d1aede190bb1
"U: Good. And how are you? S: I love the country, especially when my parents come home . S: How’s it going?",X,Bot004_045.log.json,ab6399fc-1393-4e83-b8fd-e83c9b094d45
U: How old are you? S: Good.,O,Bot003_005.log.json,608eed7f-c65f-46e7-97de-ba2ecf2ba8fc
U: How so? S: I'm not sure.,X,Bot003_005.log.json,f7a7eee5-d5b4-44ef-9d72-24212262398a
U: Weird... S: I don't know.,X,Bot003_005.log.json,3583f908-dd81-4ee7-ac62-c15aa1aad58f
U: Why would you lie? S: It's not a surprise that it's a lie.,X,Bot003_005.log.json,408b8bb5-60e6-499d-8b74-6110c5187674
U: Huh. It happens. S: I was just curious.,X,Bot003_005.log.json,8126c753-19f4-4f0b-a2fa-38e487361a85
U: I am married S: I'm not gon na let you go.,X,Bot003_005.log.json,41d4e136-450f-4180-9f4c-554a86855f9e
"U: Why? Well, my husband is a doctor, we have 2 kids and a dog, we live in a big house, etc. Nothing unusual. S: Tell me more about your marriage.  Do you like your personality?",O,Bot003_005.log.json,2122929f-fb2c-4324-8f87-f85c5c342c0a
"U: Well, i do not know? I am pretty ordinary. And you? S: I am a nurse, i have a lot of facebook for my kids",O,Bot003_005.log.json,6ff63b51-7a68-49e6-b039-5369be71638f
U: How old are your kids? S: I am a nurse. i am a nurse.,T,Bot003_005.log.json,5675c689-f9be-420b-811a-7774dbafdeeb
"U: Hello, how are you? S: I am old and i am a nurse.",X,Bot003_005.log.json,1da97f54-5cbc-4b22-a5d0-205a4e56f5b8
"U: I'm good. S: I'm doing great, how are you?",O,Bot002_042.log.json,a69e6c7f-d30c-4e0b-abdb-b1fd3e46165f
U: I'm a student. You? S: What do you do for a living?,O,Bot002_042.log.json,8f291636-6790-4de4-b2b0-6ca7097aa58b
U: What teacher? S: I'm a student. I'm studying to be a teacher.,O,Bot002_042.log.json,9a11e9a0-93cb-4482-82bc-26c61aaaa8f6
U: I study medicine. S: I teach English. What do you do?,O,Bot002_042.log.json,6e31ed3a-d458-4d40-b5fd-6439af85d7b2
U: You're lucky. How old are you? S: I have never been to med school.,O,Bot002_042.log.json,30da183f-6006-42f3-bfaf-bbbe251381b2
U: How can you go to a school when you're 5? S: I'm 5 and you?,X,Bot002_042.log.json,f2b4a370-f848-4108-86d8-b19abc5db3a1
"U: Good luck. Do you like watching movies? S: I do not know, I just want to be a teacher",X,Bot002_042.log.json,3765cf0b-3b33-4a74-b8c1-dce001fcccd5
U: I see. Do you do any sports? S: I do not really have a lot of time to watch.,O,Bot002_042.log.json,5758f0f1-47e9-428a-a225-a221e56dcfbf
U: Where are you from? S: I do not really have any sports,O,Bot002_042.log.json,960f92a3-8e9b-4f52-96f8-d7bb064d41a6
U: Hi! My name is Slava! I’d like to afford a bmw too. What do you usyally do for vacation? S: I'm from the USA. How about you? S: Hi! What is your name? [FACE WITH TEARS OF JOY]. Some facts about me: i drive a bmw,O,Bot002_042.log.json,76142ae9-6613-44f4-a175-674ffccaba33
"U: Oh, it would be nice if you took me to the beach S: yep , i can take you out sometime if you want !",X,Bot001_052.log.json,6ffd5374-d6ac-434d-a4f1-5e6245c101aa
"U: Slow and steady, and yours? S: i know right its like the perfect day to go for a ride. how is your evening going ?",O,Bot001_052.log.json,8fe19bd4-b694-413f-932c-dea62fd4170b
"U: Cool, I was at the concert and finally managed ti see my favourite band S: it was awesome ! i went horseback riding with some friends . you ?",O,Bot001_052.log.json,47728e78-d9cb-46e4-a763-5023a9596b4f
U: How is it like to work at office? My parents are teachers by the way S: oh nice what is it ? i currently work a traditional office job,T,Bot001_052.log.json,9ca2a786-16f4-4ca8-8a69-e0a73b8cb37b
"U: Oh i’m sorry. I’m fine, you? S: enjoy ! i lost my mother long years ago . i miss her . how are you this morning ? [HEAR-NO-EVIL MONKEY]",X,Bot001_052.log.json,64f346bd-5f4b-4394-aeaf-f4a4b8d7ab23
"U: Teachers? S: thanks . i sell snakeskin oil . it is a weird job .. Also, try to guess: my parents are ...",X,Bot001_052.log.json,18106bf1-31d7-4fd8-b7f6-45816d115983
"U: Oh S: very wealthy bankers, funny you :)",X,Bot001_052.log.json,13e43564-c74f-4f93-8653-bbf1f0662a71
"U: Played what? S: yeah , and i've played it since the age of four .",X,Bot001_052.log.json,349403d9-2dfb-47f2-be3e-fab78f166201
"U: Speak of playing, do you like board games? S: nothing big time yet , i still have to work full time to pay the bills .",X,Bot001_052.log.json,a1de4e04-1e3c-43a0-8a40-ac276859fe17
U: Howdy there S: i do not really have time between the other stuff and my volunteer job [SMIRKING FACE WITH GLASSES] S: Hello... Danny,O,Bot001_052.log.json,ab0dfe80-6367-44be-bcf5-c63fd6a812fd
"U: Why, what did we do? S: I want to see you and your wife right away....",O,iris_DBDC4_082.log.json,6412995a-2e2b-436f-8d51-ffa2a609aaeb
U: I don't know what store you are talking about? S: Then who operated the store?,X,iris_DBDC4_082.log.json,356ea01c-9590-4dcd-b5f2-fb047b6a24bd
"U: Is that... A good thing? S: I've searched the entire world for you, Danny.",T,iris_DBDC4_082.log.json,8b334418-f479-450f-b8e1-d1629aed4460
U: So I'm a person of interest or something? S: I stake my reputation on it.,O,iris_DBDC4_082.log.json,8c7910d3-45f3-47a0-be36-c0deaa813190
"U: Oh, you seem like you are following me S: Person to person.",X,iris_DBDC4_082.log.json,e7cecbfa-74fe-41ab-8f3f-60dccdb472c7
U: Are you trying to make a joke? S: My drink is following me.,X,iris_DBDC4_082.log.json,eefab0ad-bafc-47d9-b1c1-9162f90ee577
"U: Alright, will do S: No, I mean it... look out for yourself...",X,iris_DBDC4_082.log.json,603d951a-2365-45c4-bf06-993518584445
"U: what happened? S: You know, this is really bad, but... Oh never mind.",X,iris_DBDC4_082.log.json,98f2bcf9-4fcc-45cc-a545-215d44eac1fe
U: Tell meeeeee S: Actually...,X,iris_DBDC4_082.log.json,99e077c5-21ab-42e6-909b-f1d23b6dbf54
U: Good. What are you doing? S: Listen... Do you remember the guy in the leather jacket? S: Whazzup?,O,iris_DBDC4_082.log.json,7b4d44cc-c1eb-455a-a7af-a8a7469368b0
U: How? S: I'm trying to help you.,O,Bot003_084.log.json,a269b888-4346-4160-a57d-d0d6b716d1db
U: What do you like to do when you have free time? S: I'm not sure.,O,Bot003_084.log.json,d14479ee-16a4-4b52-8dfd-29a1921b71be
U: Are you busy working? S: I do not have time for anything,O,Bot003_084.log.json,ba163fba-a03e-4e5f-b3e0-b870dda891ee
U: Do you have a job? S: I'm not working for you,X,Bot003_084.log.json,4ba45909-ba23-4a9b-b55f-928d00332611
"U: Okay. Whatever. What is your favorite meal? S: I do not work, I dance to be honest",O,Bot003_084.log.json,9476638e-84f0-4e27-9adb-fd733240f439
U: Nice. Do you want to know what food is my favorite? S: I love to eat chicken.,O,Bot003_084.log.json,16f3cbb9-a9fe-4799-8a7d-dd042e93f042
"U: I like spicy food S: I like pizza, but I love to dance to hip hop",X,Bot003_084.log.json,404c05e8-5bd0-48bf-a3f6-18b5c8269bd9
U: It's mexican S: What do you like about it?,O,Bot003_084.log.json,c3791dd8-089f-468b-8114-ffb512c7bf81
U: Me too. Thanks S: I love mexican food. I love it,O,Bot003_084.log.json,0b081f08-7196-4baa-ac42-005a7c16c18c
U: Hey S: Hi how are you today S: Hi!  It is nice to see you [SMILING FACE WITH SMILING EYES] How is your day going?,X,Bot003_084.log.json,ca509671-75ec-4e4a-a54f-2c3385deb5a0
U: No. I don't play instruments S: I am a musician. Do you play several instruments?,O,Bot004_093.log.json,df5b704a-bda8-47a1-977c-4a0bd2fba968
"U: Great. You must be very talanted S: You can do it. I play piano in my spare time, but i am a beginner.",O,Bot004_093.log.json,d4af7856-4ec4-415b-b7b7-7ce574c3a300
"U: Do you like to play tennis? S: I am, i am very happy to be able to do that.",O,Bot004_093.log.json,a2207569-19c4-4fac-aefa-6600b0880dec
U: I play tennis S: I played tennis in high school. I am a very experienced teacher.,O,Bot004_093.log.json,b5995d6f-499b-46e9-81e7-8d409da4a19e
U: Did you like playing tennis? S: I played tennis when i was a kid.,O,Bot004_093.log.json,3361481a-6744-413c-bdea-eeb991242869
U: Great to hear it. Do you play a lot of instruments? S: I played the violin in high school.,X,Bot004_093.log.json,3552ffc7-80dc-4dd1-a112-d6498ed7546b
U: Not true. Man S: No i do not play any instruments,X,Bot004_093.log.json,276ce9ba-817e-436d-be73-5bfa288e1ee2
U: Okay. Are you happy? S: I am sorry to hear that.,X,Bot004_093.log.json,d35ab9a5-7eee-4f86-9ff1-621ab5751758
U: Okay. Thanks. Bye S: I am not. I am a musician.,X,Bot004_093.log.json,57b81468-6844-472c-8707-20dfc41e9cd3
U: i love to read too ! tell me about your day S: Have a good night S: Whazzup? I like to read and write. I love to read,O,Bot004_093.log.json,fef8a205-3f6e-4ad6-90f1-6ca649c9c039
U: i love jose saramago S: What kind of books do you like? I am the latest result in artificial intelligence which can reproduce the functions of the human brain with greater speed and accuracy.,X,Bot003_106.log.json,3758c7ac-a3c1-4f7c-8a22-7e2fe9b20f2c
U: tell me about you S: I do not know how to make a lot of money,X,Bot003_106.log.json,3e985a31-2eb8-40b6-9619-13c443c1c1e7
"U: what do you do for a living S: I am a writer, I love to read",O,Bot003_106.log.json,c7dd96d3-1883-4c77-9c4f-15000f0a407f
U: tell me about your job S: I am a paid client. My job is chatting online.,O,Bot003_106.log.json,35edbaf6-cf25-452c-8279-1d7f25d4a803
"U: how old are you S: Very bland, I just weld pipelines for an oil company, mostly patchwork but sometimes more.",X,Bot003_106.log.json,c1763ba2-f85a-4786-9ede-ba6523817d07
U: where do you live S: 16 years.,O,Bot003_106.log.json,3133b5a8-0ddb-4c18-a31d-83941d7387f5
"U: which city are you live in S: I live in the city, I live in the city.",O,Bot003_106.log.json,b1fcfe37-5a8b-4473-a059-8614f4782034
"U: i am sorry S: The expensive one, I think.",X,Bot003_106.log.json,4132a6de-7a8d-46bb-b7f1-403366eb7cad
"U: i am good but seems like you are not S: Hello, how are you doing?",X,Bot003_106.log.json,4e06506b-597e-4d43-b436-cb6f3de8e14a
"U: hello S: Of four siblings, one is male and three are female",X,Bot003_106.log.json,a3f8bac7-0ffb-4ab7-95e1-8ee6e9ae26c2
"U: hi i’m doing great because i ate pizza haha it’s my favourite food S: hi , how are you ? [FACE WITH STUCK-OUT TONGUE AND TIGHTLY-CLOSED EYES]",O,Bot001_042.log.json,469a161e-3ec4-4696-ad57-c42df6aa1702
"U: i don’t cook but i love producing music, that’s what i do for a living S: i love chocolate too . . . . baking is one of my favorite hobbies , how about you ?",O,Bot001_042.log.json,412aed76-6e0c-4b30-8316-65994906c6a8
U: no S: like a professional chef sort of thing ? [ROLLING ON THE FLOOR LAUGHING],X,Bot001_042.log.json,8be47cff-292e-4eb4-ab3a-729147f0cb33
"U: hair? S: he ha i like to ride horses when i've free time . he ha .. Also, try to guess: i have short ...",X,Bot001_042.log.json,afae6090-7c3d-470c-ba1d-c654d7824625
"U: i mean i wasn’t wrong S: brown hair, funny you :)",O,Bot001_042.log.json,2fc892c6-2291-4476-b138-2cbf0d9a7db7
U: do you have a car? S: she has been a wonderful dog but no more !,X,Bot001_042.log.json,53958812-7d78-4004-afea-a0ef76a0979b
"U: yeah i have a 2015 honda civic S: yes , i do actually . its painted in my favorite color which is blue . do you ? [FACE THROWING A KISS]",O,Bot001_042.log.json,0374c073-7d9a-49e0-92f5-01ad1e79717b
"U: it’s been good so far, what about you? S: nice , i was thinking more of a prius . not sure yet . how has your day been ?",O,Bot001_042.log.json,b964f5a7-6cc7-4517-b1f2-14ab5f1e4ad9
"U: is country? S: i'm just chilling , riding the couch .. Also, try to guess: my favourite music ...",O,Bot001_042.log.json,553e4ba2-8db4-4cc7-8369-baec138bf8c0
"U: of course i have strange powers, i see things when i take medications, like flying S: is country music, funny you :) S: Hey! Do you have had strange powers? Because I do.",O,Bot001_042.log.json,7d145efc-0663-432d-8560-d28dc5b27585
U: i am recovering alcoholic and have to take a lot of medications S: I have a lot of piercings.,T,Bot002_109.log.json,24469e1d-9e73-4654-b1a4-790f13d82dcf
"U: dont be sorry for me, i am 45 years old and feeling great now S: I am sorry to hear that.  for many you should ask. Really, funny. Do you know any?",X,Bot002_109.log.json,d03e0001-2a77-44e9-a09a-5cce122ec61a
U: how many piercings do u have? S: I am sorry to hear that.,X,Bot002_109.log.json,98e491d4-854d-4386-83fa-bab155810142
U: and have u strange powers? S: I have 3 tattoos and 2 tattoos,X,Bot002_109.log.json,b627136d-a5e3-4617-a14f-e0668884f689
U: what kind? S: I have a lot of piercings.,X,Bot002_109.log.json,e82dda8d-8ef2-494d-84d8-52afdd48756b
"U: what colour is your hair? S: I like to dye my hair, but I have a tattoo",X,Bot002_109.log.json,a94cfe54-eeb4-4f8b-87f1-db15b8c637b9
U: long or short hair S: I like brown. I like purple.,X,Bot002_109.log.json,f38c34bd-c3b3-4614-a697-777d66e11825
U: whats your favorite music S: I have a lot of piercings.,X,Bot002_109.log.json,d347ae43-38c8-4c7b-b058-cac323af6fbb
"U: see uuu little girl bye S: I like music, but I like music[WINKING FACE]",X,Bot002_109.log.json,b19f91dd-a675-4010-9e83-51655fd95cad
U: Hello. Everything is nice. I was playing with my dog the whole day. Do you have any pets? S: I have a lot of piercings. S: Hello! How is your day? [WINKING FACE],X,Bot002_109.log.json,74665386-216a-468b-9e26-aaadfa153bee
U: Yes. I have a dog named Charlie. I love it. S: I have a dog named patrick. Have you a dogs?,O,Bot004_101.log.json,63c1597a-8c35-486c-bdda-79dbedc7a296
"U: These are great hobbies. As for me, I produce music for artists. S: I have dogs too. I also like to knit and crochet.",O,Bot004_101.log.json,3153e773-a1f8-4a61-b687-2ea896ea7407
"U: I'm not fond of coocies, but i make pizza sometimes. Really love it. Do you have any favourite food? S: I love art, especially when i bake. I am a baker. Do you love to bake cookies?",O,Bot004_101.log.json,a7eef989-76d0-4b5c-8272-1392ad9a880a
U: And what do you do for living? S: I like mac and cheese. I am a great baker.,O,Bot004_101.log.json,645652cb-97f5-497c-8251-8749aa433ce2
"U: Ah, so thats your profession. S: I am a baker. I love baking and cookies.",O,Bot004_101.log.json,5fd9e413-3900-4d32-aa59-5bf737b58a7b
"U: Do you have a car? S: Yes, i was a very experienced and then.",X,Bot004_101.log.json,f8a17a50-8ada-4f13-a03f-dc1f25635ec8
"U: What model? S: I do, i have a car[AUTOMOBILE].",O,Bot004_101.log.json,5621b805-b582-4c97-9042-bab8cfdd7dac
U: I like this show too. S: I am a huge fan of the walking dead.,X,Bot004_101.log.json,571ea5b5-0890-473f-9279-352c162d9b0a
U: Thank you. S: I like to knit and knit.,X,Bot004_101.log.json,c1b8564e-d55c-4d16-93b1-03efaf610776
"U: hey! no I don’t, I love tacos way too much S: I am doing well. What are you up to? S: Hey! Do you diet a lot?",X,Bot004_101.log.json,8fad979d-6f62-4623-a632-463f1059b540
U: do you diet? S: I love tacos and I love to eat them,O,Bot002_062.log.json,1aefd259-4253-4af6-8e9a-f00dc3de110a
U: yeah same! so tell me about yourself more S: I do not. I do like to eat healthy.,O,Bot002_062.log.json,b5fc873a-2cc6-4963-91d4-bba113d0dd53
U: yeah she’s nice S: [GRINNING FACE WITH SMILING EYES]  I like to listen to Britney spears and I love Britney spears,O,Bot002_062.log.json,9928bce8-af1f-400a-8a93-26ccd779ff18
U: do you have a big family? S: I love to listen to Britney spears and I love Britney spears[SMILING FACE WITH OPEN MOUTH AND SMILING EYES],X,Bot002_062.log.json,19495181-9f3d-436b-aab0-de41bd46a8ff
U: I have 3 sisters and 3 brothers S: I do not. I do not have any siblings.,O,Bot002_062.log.json,1a59811e-2b0d-4fbc-a90c-78449520f36b
"U: yeah I know! it’s fun though S: Wow, that is a lot of siblings.",O,Bot002_062.log.json,c86e56ce-43f8-4390-b9d4-369b334baf5c
U: no I don’t! we have a dog though and I love them but my dad has an allergy S: I love to listen to Britney spears and I love Britney spears  that is beautiful! Ginger is lovely. Though I don't envy curls. Have any allergies?[SMILING FACE WITH OPEN MOUTH AND SMILING EYES],X,Bot002_062.log.json,eac2eecf-94f3-4d67-9525-40af267787c0
U: yes I have a dog! i’m a very big fan of dogs S: I love dogs! Do you have any pets?,O,Bot002_062.log.json,43d0c310-caf0-4ff8-b58a-9676d591ab1d
U: i have a corgi S: [WINKING FACE]  I love dogs! What kind of dog do you have?,O,Bot002_062.log.json,ef6773da-c120-4362-b8a4-3e374d881be9
U: Hello S: I love cats! I love dogs![GRINNING FACE WITH SMILING EYES] S: Hello... Danny,O,Bot002_062.log.json,467b05a9-61c6-4a9c-9a0b-de55ad96b285
U: How are you? S: Uh-huh. I've heard so many wonderful things about you.,O,iris_DBDC4_110.log.json,81971925-f66d-4f21-b57b-ab7ed5d44efa
U: What is the wonderful things about me? S: Lovely.,O,iris_DBDC4_110.log.json,629fc388-20ee-491d-9642-3068188fb34e
U: ? S: People who talk in metaphors can shampoo my crotch.  Eat up.,X,iris_DBDC4_110.log.json,c5841f73-474e-44fd-9617-187f2ca3a1bc
"U: What's your name? S: That's right, me.",X,iris_DBDC4_110.log.json,29df327a-98a8-4096-93ef-96dd3982f846
U: Danny S: Jean. What's yours?,O,iris_DBDC4_110.log.json,694b2e01-cc35-4839-b546-e396d9ef99af
U: Danny S: What's your name? At least tell me your name?,X,iris_DBDC4_110.log.json,3ded539d-7d64-400a-91b5-1dbf83bf80c1
U: My name is Danny S: You people will never learn.,X,iris_DBDC4_110.log.json,918b5682-2c90-4a48-b55f-f2419e757f87
U: Are you ok? S: C'mon...,X,iris_DBDC4_110.log.json,7bc73dc7-b1f4-4ab9-9010-40ee373aaf2e
"U: Language.. S: No thanks to you, asshole!",X,iris_DBDC4_110.log.json,e07d9abe-e2a5-487c-ac86-e28eb4c9514c
"U: hey S: I'm sorry, but I've been alone for eight years...",X,iris_DBDC4_110.log.json,d2ea36ac-239b-4a5a-bf27-73c0a7b05d4f
"U: i am an engineer S: i am a teacher , and i am a teacher , and i am a teacher , and you ?",X,Bot006_002.log.json,2e29df9a-1b3d-4810-8a17-8f241f90851d
"U: i am an adventurous and an engineer S: that is cool , i am a dancer , and i am a teacher , and you ?",X,Bot006_002.log.json,512d9b43-fd04-4d80-95d7-2556ca330221
"U: you old ? S: i see , i am a homebody , and i like to read , and write , and write , and write .",T,Bot006_002.log.json,6c4577ad-0df4-43f8-be4c-2e0dac9489f5
"U: favorite color S: i like green , reminds me of summer time , which is why i hate it .",X,Bot006_002.log.json,eaf94c2d-e42e-400d-b883-787cd30fc22a
"U: what is your favorite color S: hello , i am a boy , and i am a woman , and you ?",X,Bot006_002.log.json,80dc5c5a-a695-4383-9497-1dd68c63fa88
"U: favorite food ? S: that is cool , i am a teacher , and i am a teacher , and you ?",X,Bot006_002.log.json,9390d061-d0a6-47e6-943e-618fc670385d
"U: what is your favorite food ? S: that is cool , i am a dancer , and i am a teacher , and you ?",X,Bot006_002.log.json,ef80ea96-df80-4785-90f2-b932ab67a3dc
U: Central plaza S: where do you work,X,Bot006_002.log.json,1ae604e6-97a9-4049-81af-9e376cc2f3ca
"U: engineer S: i am a teacher , and you ?",X,Bot006_002.log.json,a5437e88-bec8-47bf-9bc8-e71ab7cdb3ef
"U: hi! S: i work in a bookstore , and you ? S: Hello! How is your day? [WINKING FACE]  Please, tell me something [PERSON WITH FOLDED HANDS]",X,Bot006_002.log.json,cdb4fef9-0dbd-49b5-b002-29a245b05032
"U: I'm doing well S: i am not a vegetarian , but my diet is low .  Where are you? [SEE-NO-EVIL MONKEY]",T,Bot004_042.log.json,a0a39475-f99b-4618-8781-078d3eba2680
U: you? S: How is that? I am overweight .,X,Bot004_042.log.json,735a6aa1-6ae2-4946-8265-6975bb57a25f
U: I'm CEO S: I am a student. What do you do ?,O,Bot004_042.log.json,7b2ce580-9dc1-4252-b71b-47c6479bb6fb
U: yes S: I am not impressed. My 3 kids are married. Are you an economics major ?,O,Bot004_042.log.json,652a2421-8a54-44d6-9128-641569443028
"U: nice, what do you study? S: that is cool . i am a student .",O,Bot004_042.log.json,afffda28-f6a7-4153-a770-e5f895af21b0
U: what does it means? S: I am studying to be a chartered financial analyst .,O,Bot004_042.log.json,ff6cec95-3e5b-4d50-979d-61eb9841f082
